"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","문화사업자구분명","시설면적","제작취급품목내용","주변환경명","최초등록시점","통로너비","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"2858","정남진시네마2관","전라남도 장흥군 장흥읍 건산리 318-2번지 ","전라남도 장흥군 장흥읍 흥성로 43 (장흥국민체육센터)","20150930","운영중","","","","","","","문화시설","","","","","20150930","1.4","","191574.35033800000  ","131123.81772900000  ","CDFF4220002015000002","영업중"
"2859","고흥 작은영화관","전라남도 고흥군 고흥읍 호형리 산 13-7번지 ","전라남도 고흥군 고흥읍 고흥로 1892-67","20160202","운영중","","","","","","","근린생활시설","","","","기타","20160202","","061-830-6715","227543.26276700000  ","124483.30738400000  ","CDFF4220002016000001","영업중"
"2860","CGV상봉1관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","문화시설","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000001","영업중"
"2861","CGV상봉2관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","문화시설","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000002","영업중"
"2862","CGV상봉3관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000003","영업중"
"2863","CGV상봉4관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","문화시설","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000004","영업중"
"2864","CGV상봉5관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000005","영업중"
"2865","CGV상봉6관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","문화시설","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000006","영업중"
"2866","CGV상봉7관","서울특별시 중랑구 상봉동 501번지 ","서울특별시 중랑구 상봉로 131, 지하1,2층 (상봉동, 상봉듀오트리스주상복합)","20160223","운영중","","","","","","","문화시설","","","","","20160223","1","02-2207-1703","208099              ","455039              ","CDFF4220002016000007","영업중"
"2867","보물섬시네마","경상남도 남해군 남해읍 차산리 760번지 문화체육센터 1층 ","경상남도 남해군 남해읍 선소로 12 (남해문화체육센터)","20160302","운영중","","","","","","","문화시설","","","","","20160302","","","282293.31466500000  ","150308.97524200000  ","CDFF4220002016000001","영업중"
"2868","인디플러스 천안","충청남도 천안시 동남구 문화동 101-2번지 ","충청남도 천안시 동남구 중앙로 111 (문화동, 영상미디어센터)","20160602","운영중","","","","","","","근린생활시설","","","","","20160602","1.3","041-415-0098","213586.45369400000  ","367784.23485600000  ","CDFF4220002016000001","영업중"
"2869","헤이리 시네마","경기도 파주시 탄현면 법흥리 1652-26번지 ","경기도 파주시 탄현면 헤이리마을길 93-119","20160615","운영중","","","","","","","","","","","","20160615","","031-942-1031","173303              ","476628              ","CDFF4220002016000001","영업중"
"2870","CGV 대구월성 1관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000001","영업중"
"2871","CGV 대구월성 2관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000002","영업중"
"2872","CGV 대구월성 4관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000003","영업중"
"2873","CGV 대구월성 3관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000004","영업중"
"2874","CGV 대구월성 5관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000005","영업중"
"2875","CGV 대구월성 6관","대구광역시 달서구 월성동 1846번지 ","대구광역시 달서구 조암로 29 (월성동)","20161122","운영중","","","","","","","","","","","","20161122","","053-635-8312","337903              ","259369              ","CDFF4220002016000006","영업중"
"2876","메가박스(주) 송도지점 제1관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","070-4240-1006","169974              ","430809              ","CDFF4220002017000001","영업중"
"2877","메가박스(주) 송도지점 COMFORT 제2관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","1544-0070","169974              ","430809              ","CDFF4220002017000002","영업중"
"2878","메가박스(주) 송도지점 제3관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","1544-0070","169974              ","430809              ","CDFF4220002017000003","영업중"
"2879","메가박스(주) 송도지점 제4관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","1544-0070","169974              ","430809              ","CDFF4220002017000004","영업중"
"2880","메가박스(주) 송도지점 제5관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","1588-0070","169974              ","430809              ","CDFF4220002017000005","영업중"
"2881","메가박스(주) 송도지점 MX관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","1544-0070","169974              ","430809              ","CDFF4220002017000006","영업중"
"2882","메가박스(주) 송도지점 제7관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4, 3~4층 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","","169974              ","430809              ","CDFF4220002017000007","영업중"
"2883","메가박스(주) 송도지점 제8관","인천광역시 연수구 송도동 176-5번지 송도트리플스트리트 ","인천광역시 연수구 송도과학로16번길 33-4 (송도동, 송도트리플스트리트)","20170428","운영중","","","","","","","문화시설","","","","기타","20170428","","","169974              ","430809              ","CDFF4220002017000008","영업중"
"2884","롯데시네마 수유관 제5관","서울특별시 강북구 번동 449-1번지 ","서울특별시 강북구 도봉로 308 (번동)","20170427","운영중","","","","","","","","","","","","20170427","","","202119.43659700000  ","459566.98221200000  ","CDFF4220002017000003","영업중"
"2885","롯데시네마 수유관 제4관","서울특별시 강북구 번동 449-1번지 ","서울특별시 강북구 도봉로 308 (번동)","20170427","운영중","","","","","","","","","","","","20170427","","","202119.43659700000  ","459566.98221200000  ","CDFF4220002017000004","영업중"
"2886","롯데시네마 수유관 제3관","서울특별시 강북구 번동 449-1번지 ","서울특별시 강북구 도봉로 308 (번동)","20170427","운영중","","","","","","","","","","","","20170427","","","202119.43659700000  ","459566.98221200000  ","CDFF4220002017000005","영업중"
"2887","롯데시네마 수유관 제2관","서울특별시 강북구 번동 449-1번지 ","서울특별시 강북구 도봉로 308 (번동)","20170427","운영중","","","","","","","","","","","","20170427","","","202119.43659700000  ","459566.98221200000  ","CDFF4220002017000006","영업중"
"2888","메가박스 별내점 제6관","경기도 남양주시 별내동 936-4번지 ","경기도 남양주시 두물로 19, 6층 (별내동)","20170427","운영중","","","","","","","","","","","","20170427","","031-528-7481","211128              ","461514              ","CDFF4220002017000001","영업중"
"2889","롯데시네마 동부산 제1관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000001","영업중"
"2890","롯데시네마 동부산 제2관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000002","영업중"
"2891","롯데시네마 동부산 제3관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000003","영업중"
"2892","롯데시네마 동부산 제4관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000004","영업중"
"2893","롯데시네마 동부산 제5관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000005","영업중"
"2894","롯데시네마 동부산 제6관","부산광역시 기장군 기장읍 당사리 64번지 ","부산광역시 기장군 기장읍 기장해안로 147","20141223","운영중","","","","","","","","","","","","20141223","","051-901-2103","401669              ","190270              ","CDFF4220002014000006","영업중"
"2895","CGV 광양 1상영관","전라남도 광양시 금호동 624-12번지 ","전라남도 광양시 금호로 26 (금호동)","20170426","운영중","","","","","","","","","","","","20170426","","","266026.21329100000  ","160158.32391400000  ","CDFF4220002017000008","영업중"
"2896","CGV 광양 2상영관","전라남도 광양시 금호동 624-12번지 ","전라남도 광양시 금호로 26 (금호동)","20170426","운영중","","","","","","","","","","","","20170426","","","266026.21329100000  ","160158.32391400000  ","CDFF4220002017000009","영업중"
"2897","CGV 광양 3상영관","전라남도 광양시 금호동 624-12번지 ","전라남도 광양시 금호로 26 (금호동)","20170426","운영중","","","","","","","","","","","","20170426","","","266026.21329100000  ","160158.32391400000  ","CDFF4220002017000010","영업중"
"2898","CGV 광양 4상영관","전라남도 광양시 금호동 624-12번지 ","전라남도 광양시 금호로 26 (금호동)","20170426","운영중","","","","","","","","","","","","20170426","","","266026.21329100000  ","160158.32391400000  ","CDFF4220002017000011","영업중"
"2899","진도아리랑 시네마 1관","전라남도 진도군 진도읍 동외리 1140번지 ","전라남도 진도군 진도읍 동외1길 6-13","20170711","운영중","","","","","","","문화시설","","","","기타","20170711","2.1","061-544-7790","132878.326966       ","109427.286973       ","CDFF4220002017000001","영업중"
"2900","진도아리랑 시네마 2관","전라남도 진도군 진도읍 동외리 1140번지 ","전라남도 진도군 진도읍 동외1길 6-13","20170711","운영중","","","","","","","문화시설","","","","기타","20170711","2.1","061-544-7790","132878.326966       ","109427.286973       ","CDFF4220002017000002","영업중"
"2901","메가박스 원주 센트럴점 8관","강원도 원주시 반곡동 1903-2번지 ","강원도 원주시 양지로 80, 7층 605호 (반곡동, 센트럴파크)","20170613","운영중","","","","","","","문화시설","","","","기타","20170613","","070-7717-4947","287327              ","425583              ","CDFF4220002017000001","영업중"
"2902","메가박스 원주 센트럴점 9관","강원도 원주시 반곡동 1903-2번지 ","강원도 원주시 양지로 80, 7층 601호 (반곡동, 센트럴파크)","20170613","운영중","","","","","","","문화시설","","","","기타","20170613","","070-7717-4947","287327              ","425583              ","CDFF4220002017000002","영업중"
"2903","메가박스 시흥배곧 1관","경기도 시흥시 정왕동 2514-1번지 7-8F ","경기도 시흥시 배곧3로 96, 7-8F층 (정왕동, M-플러스)","20170614","운영중","","","","","","","근린생활시설","","","","기타","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000001","영업중"
"2904","메가박스 시흥배곧 2관","경기도 시흥시 정왕동 2514-1번지 M플러스 7-8F ","경기도 시흥시 배곧3로 96, 7-8F층 (정왕동, M-플러스)","20170614","운영중","","","","","","","근린생활시설","","","","기타","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000002","영업중"
"2905","메가박스 시흥배곧 3관","경기도 시흥시 정왕동 2514-1번지 M플러스 7-8F ","경기도 시흥시 배곧3로 96 (정왕동, M-플러스 7-8F)","20170614","운영중","","","","","","","근린생활시설","","","","","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000003","영업중"
"2906","메가박스 시흥배곧 4관","경기도 시흥시 정왕동 2514-1번지 M플러스 7-8F ","경기도 시흥시 배곧3로 96 (정왕동, M-플러스 7-8F)","20170614","운영중","","","","","","","근린생활시설","","","","","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000004","영업중"
"2907","메가박스 시흥배곧 5관","경기도 시흥시 정왕동 2514-1번지 M플러스 7-8F ","경기도 시흥시 배곧3로 96 (정왕동, M-플러스 7-8F)","20170614","운영중","","","","","","","근린생활시설","","","","","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000005","영업중"
"2908","메가박스 시흥배곧 6관","경기도 시흥시 정왕동 2514-1번지 M-플러스 7-8F ","경기도 시흥시 배곧3로 96 (정왕동, M-플러스 7-8F)","20170614","운영중","","","","","","","근린생활시설","","","","","20170614","","031-506-3800","176067              ","429796              ","CDFF4220002017000006","영업중"
"2909","씨지브이 용산아이파크몰 제11관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","1","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000001","영업중"
"2910","씨지브이 용산아이파크몰 제12관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000002","영업중"
"2911","씨지브이 용산아이파크몰 제13관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000003","영업중"
"2912","씨지브이 용산아이파크몰 제14관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000004","영업중"
"2913","씨지브이 용산아이파크몰 제15관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000005","영업중"
"2914","씨지브이 용산아이파크몰 제16관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000006","영업중"
"2915","씨지브이 용산아이파크몰 제17관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000007","영업중"
"2916","씨지브이 용산아이파크몰 제18관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000008","영업중"
"2917","씨지브이 용산아이파크몰 제19관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000009","영업중"
"2918","씨지브이 용산아이파크몰 제20관","서울특별시 용산구 한강로3가 40-961번지 ","서울특별시 용산구 한강대로23길 55, 6층 (한강로3가, 현대아이파크몰)","20170714","운영중","","","","","","","문화시설","","","","","20170714","","02-2012-3002","196883.51066300000  ","447808.99730400000  ","CDFF4220002017000010","영업중"
"2919","더 숲 아트시네마 제1관","서울특별시 노원구 상계동 727-1번지 지하1층 ","서울특별시 노원구 노해로 480 (상계동, 조광빌딩)","20170810","운영중","","","","","","","","","","","","20170810","","02-951-0206","205421.26621500000  ","461618.03640600000  ","CDFF4220002017000001","영업중"
"2920","(주)강릉자동차극장","강원도 강릉시 구정면 어단리 478-132번지 ","강원도 강릉시 구정면 칠성로 13-8","20170713","운영중","","","","","","","","","","","","20170713","","033-645-7200","367242.77917900000  ","467668.60350300000  ","CDFF4220002017000001","영업중"
"2921","대한극장(2관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3396-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000005","영업중"
"2922","대한극장(3관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000006","영업중"
"2923","대한극장(5관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000007","영업중"
"2924","대한극장(6관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000008","영업중"
"2925","대한극장(7관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000009","영업중"
"2926","대한극장(8관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000010","영업중"
"2927","대한극장(10관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000011","영업중"
"2928","대한극장(11관)","서울특별시 중구 충무로4가 125-18번지 ","서울특별시 중구 퇴계로 212 (충무로4가)","20011212","운영중","","","","","","","근린생활시설","","","","","20011212","","3393-3500","199588.61418700000  ","451282.73935600000  ","CDFF4220002001000012","영업중"
"2929","CGV 영등포 12관(SPHERE X)","서울특별시 영등포구 영등포동4가 442번지 ","서울특별시 영등포구 영중로 15, 6층 (영등포동4가, 타임스퀘어)","20151223","운영중","","","","","","","문화시설","","","","","20151223","1","02-2638-2752","191546.58276900000  ","446421.14320800000  ","CDFF4220002015000001","영업중"
"2930","롯데시네마동해관2관","강원도 동해시 천곡동 863번지 ","강원도 동해시 한섬로 111-7 (천곡동)","20090916","운영중","","","","","","","근린생활시설","","","","기타","20090916","1.2","521-8262","386998.68256400000  ","449076.07839900000  ","CDFF4220002009000001","영업중"
"2931","롯데시네마동해관4관","강원도 동해시 천곡동 863번지 ","강원도 동해시 한섬로 111-7 (천곡동)","20090916","운영중","","","","","","","근린생활시설","","","","기타","20090916","1.1","521-8262","386998.68256400000  ","449076.07839900000  ","CDFF4220002009000002","영업중"
"2932","롯데시네마동해관5관","강원도 동해시 천곡동 863번지 ","강원도 동해시 한섬로 111-7 (천곡동)","20090916","운영중","","","","","","","근린생활시설","","","","기타","20090916","1.1","521-8262","386998.68256400000  ","449076.07839900000  ","CDFF4220002009000003","영업중"
"2933","롯데시네마동해관3관","강원도 동해시 천곡동 863번지 ","강원도 동해시 한섬로 111-7 (천곡동)","20090916","운영중","","","","","","","근린생활시설","","","","기타","20090916","1.1","521-8262","386998.68256400000  ","449076.07839900000  ","CDFF4220002009000004","영업중"
"2934","롯데시네마동해관1관","강원도 동해시 천곡동 863번지 ","강원도 동해시 한섬로 111-7 (천곡동)","20090916","운영중","","","","","","","근린생활시설","","","","기타","20090916","1.1","531-7301","386998.68256400000  ","449076.07839900000  ","CDFF4220002009000005","영업중"
"2935","CGV광명철산 GS관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","02-2684-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000001","영업중"
"2936","CGV광명철산 GH관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","02-2684-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000002","영업중"
"2937","CGV광명철산 3관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","02-2684-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000003","영업중"
"2938","CGV광명철산 제4관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","2680-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000004","영업중"
"2939","CGV광명철산 제5관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","2684-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000005","영업중"
"2940","CGV광명철산 제6관","경기도 광명시 철산동 436번지 ","경기도 광명시 철산로30번길 14 (철산동)","20030611","운영중","","","","","","","","영화상영관","","","","20030611","","02-2684-7080","188478.48342400000  ","441750.46846300000  ","CDFF4220002003000006","영업중"
"2941","롯데시네마 광명1관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000001","영업중"
"2942","롯데시네마 광명2관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000002","영업중"
"2943","롯데시네마 광명3관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000003","영업중"
"2944","롯데시네마 광명4관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000004","영업중"
"2945","롯데시네마 광명5관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000005","영업중"
"2946","롯데시네마 광명6관","경기도 광명시 광명동 150-19번지 크로앙스 7,8층 ","경기도 광명시 오리로 970, 7,8층 (광명동, 크로앙스)","20040830","운영중","","","","","","","문화시설","영화상영관","","","","20040830","","070-7405-2491","187231.80017900000  ","442234.29785600000  ","CDFF4220002004000006","영업중"
"2947","롯데시네마 광명아울렛 5관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000001","영업중"
"2948","롯데시네마 광명아울렛 1관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000002","영업중"
"2949","롯데시네마 광명아울렛 2관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000003","영업중"
"2950","롯데시네마 광명아울렛 3관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000004","영업중"
"2951","롯데시네마 광명아울렛 4관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000005","영업중"
"2952","롯데시네마 광명아울렛 7관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000006","영업중"
"2953","롯데시네마 광명아울렛 6관","경기도 광명시 일직동 500번지 ","경기도 광명시 일직로 17, 6,7층 (일직동)","20141203","운영중","","","","","","","","","","","","20141203","","02-6226-2701","189659              ","435687              ","CDFF4220002014000007","영업중"
"2954","평택호 자동차극장","경기도 평택시 현덕면 권관리 321번지 ","경기도 평택시 현덕면 평택호길 159","20010208","운영중","","","","","","451811","","영화상영관","","","","20010208","","","193070.09906900000  ","380297.59841000000  ","CDFF4220002001000001","영업중"
"2955","롯데컬처웍스(주) 롯데시네마 송탄1관","경기도 평택시 서정동 818-36번지 ","경기도 평택시 관광특구로 19 (서정동)","20050519","운영중","","","","","","","문화시설","영화상영관","","","","20050519","","070-7456-1532","205416.75344100000  ","396478.11680800000  ","CDFF4220002005000007","영업중"
"2956","롯데컬처웍스(주) 롯데시네마 송탄2관","경기도 평택시 서정동 818-36번지 ","경기도 평택시 관광특구로 19 (서정동)","20050519","운영중","","","","","","","문화시설","영화상영관","","","","20050519","","070-7456-1532","205416.75344100000  ","396478.11680800000  ","CDFF4220002005000008","영업중"
