"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","기존게임업외업종명","문화사업자구분명","문화체육업종명","소방시설여부","시설면적","제공게임물명","주변환경명","지역구분명","총게임기수","최초등록시점","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"6593","KING GAME LAND","경기도 안산시 단원구 고잔동 539-18번지 103호","경기도 안산시 단원구 고잔1길 45, 103호 104호 (고잔동, G.M프라자)","20170810","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","137.12","전체이용가","유흥업소밀집지역","","16","","","185620              ","424057              ","CDFF2241142017000043","영업중"
"6594","뽀바뽀바","경기도 안산시 단원구 와동 721-4번지 ","경기도 안산시 단원구 와동로 17 (와동)","20170810","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","32.4","전체이용가","","","9","","","184611              ","425617              ","CDFF2241142017000044","영업중"
"6595","성광게임랜드","충청북도 청주시 상당구 용암동 2561번지 3층호","충청북도 청주시 상당구 용암북로120번길 31-5, 3층 (용암동)","20170817","운영중","","","","","","","","","유통관련업","청소년게임제공업","","245.58","청소년이용불가","","준주거지역","50","","","245850.88991800000  ","346914.68504700000  ","CDFF2241142017000029","영업중"
"6596","인형창고","경기도 평택시 비전동 1091-2번지 ","경기도 평택시 비전5로 15 (비전동, 강일타운)","20170824","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","27.9","전체이용가","기타","상업지역","10","","","209999              ","388745              ","CDFF2241142017000047","영업중"
"6597","일번가게임랜드","대전광역시 서구 월평동 507번지 ","대전광역시 서구 월평로 47, 201호 (월평동)","20170609","운영중","","","","","","","","","유통관련업","청소년게임제공업","","145.4","전체이용가","","","70","","","232521.09853400000  ","317653.08038400000  ","CDFF2241142017000040","영업중"
"6598","스마일 뽑기샵","울산광역시 중구 성안동 852-1번지 ","울산광역시 중구 백양로 20, 1층 (성안동)","20170609","운영중","","","","","","","","","유통관련업","청소년게임제공업","","16.5","전체이용가","","","7","","","409282.95062300000  ","233360.44973600000  ","CDFF2241142017000015","영업중"
"6599","파티마 게임랜드","대구광역시 동구 신암동 219-1번지 ","대구광역시 동구 동대구로 603, 2층 (신암동)","20170816","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","200.99","전체이용가","기타","일반상업지역","40","","","346608.16405300000  ","266270.46274400000  ","CDFF2241142017000018","영업중"
"6600","럭키게임장","경기도 성남시 중원구 상대원동 5430번지 2층 ","경기도 성남시 중원구 희망로 317, 2층 (상대원동)","20170816","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","103.2","전체이용가","","일반주거지역","50","","","214054.67572300000  ","437210.38228000000  ","CDFF2241142017000039","영업중"
"6601","토이짱","","경기도 양주시 고읍남로 20-6, 108호 (광사동, 양주파스텔시티)","20170816","운영중","","","","","","","","","유통관련업","청소년게임제공업","","41.71","전체이용가","","","16","","","206969.46862400000  ","477265.92473600000  ","CDFF2241142017000013","영업중"
"6602","대박뽑기","서울특별시 성북구 동소문동2가 2번지 ","서울특별시 성북구 동소문로 4, 1층 (동소문동2가)","20170816","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","32.4","전체이용가","","","9","","","200603.66023800000  ","454331.61562400000  ","CDFF2241142017000015","영업중"
"6603","놀러와게임랜드","광주광역시 북구 용봉동 1359-15번지 ","광주광역시 북구 저불로69번길 12, 3층 (용봉동)","20170817","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","160.8","전체이용가","기타","상업지역","60","","","190362.50585700000  ","187158.33177300000  ","CDFF2241142017000036","영업중"
"6604","태양게임랜드","부산광역시 사상구 덕포동 422-14번지 ","부산광역시 사상구 사상로 287 (덕포동)","20170726","운영중","","","","","","","","","유통관련업","청소년게임제공업","","214.88","전체이용가","","","","","","380618.88573700000  ","187819.71020600000  ","CDFF2241142017000017","영업중"
"6605","포포베 샾","인천광역시 남동구 논현동 747-1번지 310-1호","인천광역시 남동구 논고개로 61, 310-1호 (논현동, 라피에스타)","20170717","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","89.38","전체이용가","유흥업소밀집지역","일반상업지역","13","","","175818              ","432877              ","CDFF2241142017000038","영업중"
"6606","구포 게임랜드","부산광역시 북구 구포동 1060-407번지 ","부산광역시 북구 낙동대로 1708-1, 지하1층 (구포동)","20170705","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","207.79","전체이용가","유흥업소밀집지역","일반상업지역","70","","","381900.13549500000  ","191878.35388500000  ","CDFF2241142017000011","영업중"
"6607","바나나 게임랜드","경상북도 구미시 사곡동 674-13번지 ","경상북도 구미시 상사서로 169, 2층 (사곡동)","20170816","운영중","","","","","","","","","유통관련업","청소년게임제공업","","162.24","전체이용가","","","50","","","322183.27587300000  ","289711.37094900000  ","CDFF2241142017000032","영업중"
"6608","오빠뽑아줘","광주광역시 북구 오치동 662-6번지 ","광주광역시 북구 안산로 41, 1층 (오치동)","20170726","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","44.5","전체이용가","기타","주거지역","12","","","191071.20315400000  ","188280.19008800000  ","CDFF2241142017000031","영업중"
"6609","스트라이크팡(STRIKE pang) 라페2호점","경기도 고양시 일산동구 장항동 736-3번지 ","경기도 고양시 일산동구 고봉로 32-20, 104,105호 (장항동, M3빌딩)","20170816","운영중","","","","","","","","","유통관련업","청소년게임제공업","","66","전체이용가","","","3","","","179362.91088000000  ","462738.06367700000  ","CDFF2241142017000076","영업중"
"6610","미스터고 인형뽑기 전문샵","울산광역시 동구 화정동 636-1번지 1층 ","울산광역시 동구 대학길 156, 1층 (화정동)","20170829","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","99.17","전체이용가","","일반주거지역","25","","","420115.32323900000  ","224967.18482000000  ","CDFF2241142017000012","영업중"
"6611","아이존팝 대구동성로점","대구광역시 중구 삼덕동1가 18-22번지 지상3층 ","대구광역시 중구 동성로2길 50-20 (삼덕동1가, 지상3층)","20170829","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","255","전체이용가","유흥업소밀집지역","중심상업지역","56","","053-256-1042","344304.99341700000  ","264556.68236600000  ","CDFF2241142017000019","영업중"
"6612","제왕게임랜드","광주광역시 북구 유동 106-13번지 ","광주광역시 북구 중가로51번길 14, 2층 (유동)","20170804","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","176.6","전체이용가","기타","상업지역","50","","","191464.44806700000  ","184857.17049100000  ","CDFF2241142017000034","영업중"
"6613","퍼니랜드","대전광역시 서구 가수원동 851번지 ","대전광역시 서구 원도안로25번길 70, 3층 (가수원동)","20170829","운영중","","","","","","","","","유통관련업","청소년게임제공업","","101.95","전체이용가","","","","","","231086              ","311976              ","CDFF2241142017000051","영업중"
"6614","뽑고놀고","경기도 용인시 수지구 풍덕천동 705-4번지 ","경기도 용인시 수지구 풍덕천로139번길 16-1, 1층 (풍덕천동, 덕원빌딩)","20170825","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","54","전체이용가","","일반상업지역","","","","208497.28506000000  ","425103.51784300000  ","CDFF2241142017000041","영업중"
"6615","토이랜드","충청남도 보령시 동대동 1829번지 ","충청남도 보령시 작은오랏6길 15 (동대동, 콘서트노래방)","20170816","운영중","","","","","","","","","유통관련업","청소년게임제공업","","26.4","전체이용가","","","8","","","164414.96416800000  ","316535.96709500000  ","CDFF2241142017000009","영업중"
"6616","픽미업","경기도 구리시 수택동 445-25번지 ","경기도 구리시 이문안로83번길 17, 1층 (수택동, 한솔공인중개사)","20170830","운영중","","","","","","","","","유통관련업","청소년게임제공업","","28","전체이용가","","","9","","","212427.66377700000  ","454829.01827200000  ","CDFF2241142017000018","영업중"
"6617","더플레이샵","","인천광역시 남동구 문화서로4번길 61-42 (구월동)","20170802","운영중","","","","","","","","","유통관련업","청소년게임제공업","","42.19","전체이용가","","일반주거지역","13","","","173341.85925000000  ","438595.92053700000  ","CDFF2241142017000041","영업중"
"6618","혜전놀이터","충청남도 홍성군 홍성읍 남장리 398-1번지 ","충청남도 홍성군 홍성읍 대학길 41","20170710","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","28.32","전체이용가","학교정화(상대)","자연녹지지역","6","","","169475.88340800000  ","342281.29740000000  ","CDFF2241142017000005","영업중"
"6619","뽑기랜드","부산광역시 연제구 연산동 481-4번지 ","부산광역시 연제구 고분로 238, 1층 (연산동)","20170601","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33","전체이용가","","","12","","","392032.20289900000  ","189583.07531300000  ","CDFF2241142017000014","영업중"
"6620","뽑으리","서울특별시 강동구 암사동 455-35번지 ","서울특별시 강동구 고덕로24길 46, 1층 (암사동)","20170824","운영중","","","","","","","","","유통관련업","청소년게임제공업","","17","전체이용가","","","7","","","211951.52692100000  ","450359.21600100000  ","CDFF2241142017000021","영업중"
"6621","35번가 게임랜드","광주광역시 광산구 쌍암동 667-3번지 ","광주광역시 광산구 임방울대로801번길 35-9, 1층 (쌍암동)","20170627","운영중","","","","","","","","","유통관련업","청소년게임제공업","","104.24","전체이용가","","","40","","","185804              ","191164              ","CDFF2241142017000027","영업중"
"6622","블루게임장","서울특별시 강북구 수유동 188-2번지 ","서울특별시 강북구 한천로 1081 (수유동)","20170830","운영중","","","","","","","","","유통관련업","청소년게임제공업","","123.5","전체이용가","","","","","","202022.29882500000  ","460309.47726300000  ","CDFF2241142017000012","영업중"
"6623","행복게임랜드","서울특별시 노원구 월계동 493-28번지 3층 ","서울특별시 노원구 화랑로43길 2-4, 3층 (월계동, 신궁전빌딩)","20170825","운영중","","","","","","","","","유통관련업","청소년게임제공업","","119.56","전체이용가","","","50","","","205593.82702200000  ","457225.07821000000  ","CDFF2241142017000015","영업중"
"6624","슈퍼맨게임랜드","대전광역시 동구 용전동 67-3번지 ","대전광역시 동구 동서대로1695번길 90, 1층 101호 (용전동)","20170627","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","99.76","전체이용가","","일반상업지역","90","","","239285.27354100000  ","317322.01110000000  ","CDFF2241142017000022","영업중"
"6625","구운몽게임랜드","서울특별시 금천구 가산동 145-27번지 지상2층 ","서울특별시 금천구 가산로 134, 지상2층 (가산동)","20170602","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","151.41","전체이용가","","","60","","","190427.93392000000  ","442008.36322600000  ","CDFF2241142017000016","영업중"
"6626","우리동네오락실","경기도 시흥시 정왕동 2514-1번지 M-플러스 1층 105호,106호 ","경기도 시흥시 배곧3로 96 (정왕동, M-플러스 1층 105호,106호)","20170712","운영중","","","","","","","","","유통관련업","청소년게임제공업","","102.15","전체이용가","","일반상업지역","27","","","176067              ","429796              ","CDFF2241142017000033","영업중"
"6627","드루와 뽑기방","서울특별시 양천구 신정동 1029-45번지 ","서울특별시 양천구 은행정로5길 52, 1층 (신정동)","20170908","운영중","","","","","","","","","유통관련업","청소년게임제공업","","25","전체이용가","","","","","","187120.27111600000  ","446778.25956600000  ","CDFF2241142017000035","영업중"
"6628","뽑샵뽑샵","부산광역시 연제구 연산동 1142-4번지 ","부산광역시 연제구 거제천로 158, 비동 1층 (연산동)","20170922","운영중","","","","","","","","","유통관련업","청소년게임제공업","","9.42","전체이용가","","","5","","","389224.12390100000  ","189857.54971600000  ","CDFF2241142017000020","영업중"
"6629","본전뽑고","대구광역시 남구 대명동 64-1번지 ","대구광역시 남구 대명로 305, 지상1층 (대명동)","20170811","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","29.37","전체이용가","기타","일반상업지역","4","","","343565.20960900000  ","262002.69517100000  ","CDFF2241142017000006","영업중"
"6630","뽑기몬스터Ⅱ","","인천광역시 부평구 원길로 34, 1층 110호 (청천동, 중앙프라자)","20170811","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","42.08","전체이용가","기타","준공업지역","12","","","174795.09260600000  ","445272.99519100000  ","CDFF2241142017000034","영업중"
"6631","뽑기요","경기도 화성시 우정읍 조암리 311-1번지 ","경기도 화성시 우정읍 3.1만세로 19, 1층 4호","20170831","운영중","","","","","","","","","유통관련업","청소년게임제공업","","30","전체이용가","","","6","","","183657.90306500000  ","398121.44276900000  ","CDFF2241142017000034","영업중"
"6632","다뽑소","광주광역시 남구 방림동 464-8번지 1층 ","광주광역시 남구 용대로 169, 1층 (방림동, 우리당)","20170918","운영중","","","","","","","","","유통관련업","청소년게임제공업","","21","전체이용가","","","7","","","192517.49065000000  ","181672.17384400000  ","CDFF2241142017000016","영업중"
"6633","뽑기노리","부산광역시 동래구 안락동 429-38번지 ","부산광역시 동래구 안락로 26, 1층 (안락동)","20170810","운영중","","","","","","","","","유통관련업","청소년게임제공업","","60.69","전체이용가","","","19","","","391238.57567200000  ","191350.84749900000  ","CDFF2241142017000013","영업중"
"6634","율량게임장","충청북도 청주시 청원구 율량동 761번지 ","충청북도 청주시 청원구 공항로150번길 21, 3층 (율량동)","20170811","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","177.85","전체이용가","","일반주거지역","70","","","243379.38236300000  ","352588.87800300000  ","CDFF2241142017000028","영업중"
"6635","인뽑GO","서울특별시 노원구 월계동 61-11번지 1층 ","서울특별시 노원구 석계로 10, 1층 (월계동)","20170906","운영중","","","","","","","","","유통관련업","청소년게임제공업","","46.48","전체이용가","","","12","","","205709.43366100000  ","457355.03632100000  ","CDFF2241142017000016","영업중"
"6636","멀티스타 오락실","경기도 용인시 수지구 풍덕천동 708-3번지 104호","경기도 용인시 수지구 풍덕천로139번길 15, 104호 (풍덕천동)","20170602","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","48","전체이용가","","","12","","","208487.53462700000  ","425058.71572000000  ","CDFF2241142017000035","영업중"
"6637","선수입장","경기도 용인시 처인구 김량장동 502-3번지 1층 101호","경기도 용인시 처인구 중부대로1388번길 6-16, 1층 101호 (김량장동, 김량주공2단지아파트)","20170602","운영중","","","","","","","","","유통관련업","청소년게임제공업","","23","전체이용가","","","5","","","217449.58269000000  ","414890.49019200000  ","CDFF2241142017000036","영업중"
"6638","삼원게임장","부산광역시 부산진구 부전동 242-27번지 지1층 ","부산광역시 부산진구 서면로 44-1, 지1층 (부전동)","20170609","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","131.55","전체이용가","","","40","","","387534.02236000000  ","186200.51160700000  ","CDFF2241142017000017","영업중"
"6639","인형천국","인천광역시 남동구 만수동 912-3번지 102호","인천광역시 남동구 복개동로 80, 102호 (만수동)","20170609","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","48.15","전체이용가","유흥업소밀집지역","일반주거지역","12","","","175610.01949700000  ","439495.72536200000  ","CDFF2241142017000033","영업중"
"6640","인형뽑기샵","서울특별시 동대문구 이문동 292-10번지 ","서울특별시 동대문구 이문로 136, 1층 제에프1-16-1호 (이문동, 이문동 웰츠타워)","20170609","운영중","","","","","","","","","유통관련업","청소년게임제공업","","29.3","전체이용가","","","8","","","205463.94991000000  ","455436.11492300000  ","CDFF2241142017000014","영업중"
"6641","뽑기왕","","전라북도 임실군 오수면 오수로 173 (오수터미널)","20170609","운영중","","","","","","","운수시설","","유통관련업","청소년게임제공업","","30","전체이용가","학교정화(상대)","일반상업지역","11","","","229606.71728000000  ","227012.95147100000  ","CDFF2241142017000002","영업중"
"6642","킹콩게임랜드","경상북도 구미시 옥계동 633-1번지 ","경상북도 구미시 산호대로27길 18-1, 1층 101호 (옥계동)","20170607","운영중","","","","","","","","","유통관련업","청소년게임제공업","","52.64","전체이용가","","","18","","","327566.73221300000  ","294350.13689500000  ","CDFF2241142017000026","영업중"
"6643","못된 강아지","전라북도 전주시 완산구 삼천동1가 772번지 ","전라북도 전주시 완산구 용리로 165, 상가A동 5호 (삼천동1가, 이안전주삼천)","20170607","운영중","","","","","","","","","유통관련업","청소년게임제공업","","36.54","전체이용가","","","","","","211384              ","255356              ","CDFF2241142017000052","영업중"
"6644","일렉트로 게임","경기도 수원시 권선구 권선동 1189번지 ","경기도 수원시 권선구 경수대로 270, 2층 (권선동, 이마트수원점)","20170918","운영중","","","","","","","","","유통관련업","청소년게임제공업","","66","전체이용가","","","","","","201911              ","416485              ","CDFF2241142017000067","영업중"
"6645","포토 앤 뽑기","전라북도 전주시 완산구 고사동 375번지 ","전라북도 전주시 완산구 전주객사4길 51 (고사동)","20170918","운영중","","","","","","","","","유통관련업","청소년게임제공업","","125.32","전체이용가","","","","","","212949.08623200000  ","258077.98237700000  ","CDFF2241142017000059","영업중"
"6646","조이캐슬","","인천광역시 연수구 벚꽃로 106, 8층 806,807호 (청학동, 연수광장프라자)","20170727","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","28","전체이용가","유흥업소밀집지역","중심상업지역","7","","","171427.52313000000  ","435411.02857600000  ","CDFF2241142017000017","영업중"
"6647","오락의 신","","경기도 안양시 동안구 평촌대로 지하 127, 지하1층 11, 12호 (호계동, 중앙상가)","20170818","운영중","","","","","","","","","유통관련업","청소년게임제공업","","168.44","전체이용가","","","","","","196361              ","431255              ","CDFF2241142017000030","영업중"
"6648","화곡짱뽑기방","서울특별시 강서구 화곡동 773-31번지 ","서울특별시 강서구 등촌로13길 13, 1층 (화곡동)","20170628","운영중","","","","","","","","","유통관련업","청소년게임제공업","","18.7","전체이용가","","","6","","","187841.42868600000  ","448450.67328400000  ","CDFF2241142017000037","영업중"
"6649","스마일뽑기샵 마곡나루점","서울특별시 강서구 마곡동 760-1번지 ","서울특별시 강서구 마곡중앙로 161-11, 1층 A-110호 (마곡동, 힐스테이트에코마곡나루역라마다앙코르서울)","20170628","운영중","","","","","","","","","유통관련업","청소년게임제공업","","33.02","전체이용가","","","11","","","184618              ","451786              ","CDFF2241142017000038","영업중"
"6650","마포게임장","전라북도 전주시 완산구 중화산동2가 663번지 ","전라북도 전주시 완산구 한두평2길 18, 2층 (중화산동2가)","20170612","운영중","","","","","","","","","유통관련업","청소년게임제공업","","174.56","전체이용가","","","","","","211284.00100900000  ","257345.59323300000  ","CDFF2241142017000053","영업중"
"6651","GAME BOX  (게임박스)","경기도 평택시 평택동 293번지 ","경기도 평택시 중앙2로 28 (평택동)","20170727","운영중","","","","","","","","","유통관련업","청소년게임제공업","","42","전체이용가","","","10","","","208009.42406800000  ","388058.54158000000  ","CDFF2241142017000044","영업중"
"6652","코인놀이터","강원도 삼척시 도계읍 도계리 364-4번지 ","강원도 삼척시 도계읍 도계로 323","20170906","운영중","","","","","","","사무실","","유통관련업","청소년게임제공업","","73.74","전체이용가","","","14","","","381496.69551400000  ","417358.04208700000  ","CDFF2241142017000011","영업중"
"6653","짱 인형천국&코인노래","경기도 안성시 일죽면 송천리 18-8번지 1층 ","경기도 안성시 일죽면 금일로 462, 1층","20170705","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","42.8","전체이용가","유흥업소밀집지역","근린상업지역","4","","","242467              ","399127              ","CDFF2241142017000018","영업중"
"6654","돌게임랜드","전라남도 목포시 옥암동 1001-4번지 ","전라남도 목포시 옥암로46번길 15, 2층 (옥암동)","20170824","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","209.35","전체이용가","","일반상업지역","","","","147901.78542900000  ","145554.57715200000  ","CDFF2241142017000015","영업중"
"6655","딩동댕 뽑기방","","전라북도 익산시 동서로5길 99, 1층 (신동, 딩동댕뽑기방)","20170920","운영중","","","","","","","","","유통관련업","청소년게임제공업","","48","전체이용가","","","10","","","196255.13512200000  ","273702.48788300000  ","CDFF2241142017000028","영업중"
"6656","한양 게임랜드","전라북도 전주시 완산구 중화산동2가 662-8번지 ","전라북도 전주시 완산구 한두평3길 14-5, 1층 (중화산동2가)","20170620","운영중","","","","","","","","","유통관련업","청소년게임제공업","","94.12","전체이용가","","","40","","","211265.99243100000  ","257448.58666800000  ","CDFF2241142017000054","영업중"
"6657","금강게임랜드","경상북도 포항시 북구 여천동 9-1번지 ","경상북도 포항시 북구 서동로 94 (여천동)","20170713","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","196","전체이용가","","일반상업지역","60","","","413422.04242400000  ","285114.54751100000  ","CDFF2241142017000040","영업중"
"6658","뽑기왕","경상북도 포항시 남구 구룡포읍 구룡포리 708-20번지 ","경상북도 포항시 남구 구룡포읍 구룡포길 86-2","20170713","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","33","전체이용가","기타","일반상업지역","8","","","430448.02350100000  ","280069.23614300000  ","CDFF2241142017000041","영업중"
"6659","뽑기놀이방","경상북도 영주시 영주동 534-26번지 ","경상북도 영주시 중앙로 73-1 (영주동, Tworld)","20170816","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","40","전체이용가","기타","상업지역","8","","","344835              ","370201              ","CDFF2241142017000005","영업중"
"6660","드라이브라운지","대전광역시 유성구 봉명동 677-1번지 205호","대전광역시 유성구 문화원로 150, 205호 (봉명동)","20170713","운영중","","","","","","","","","유통관련업","청소년게임제공업","","102.34","전체이용가","","","10","","","231520              ","317522              ","CDFF2241142017000015","영업중"
"6661","포포베","인천광역시 남동구 구월동 1130번지 158호","인천광역시 남동구 예술로 198, 158호 (구월동, CGV홈플러스)","20170612","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","7.08","전체이용가","유흥업소밀집지역","일반상업지역","","","","173627.70031400000  ","439189.09389100000  ","CDFF2241142017000034","영업중"
"6662","오토레이싱존 파주LCD점","경기도 파주시 월롱면 덕은리 1297-2번지 1층 ","경기도 파주시 월롱면 엘씨디로8번길 15-11, 1층","20170802","운영중","","","","","","","","","유통관련업","청소년게임제공업","","129","전체이용가","","","19","","","180332.45997000000  ","479044.86955300000  ","CDFF2241142017000033","영업중"
"6663","TY","경기도 고양시 일산동구 장항동 765번지 116호","경기도 고양시 일산동구 중앙로 1305-56, 116호 (장항동, 라페스타D)","20170802","운영중","","","","","","","","","유통관련업","청소년게임제공업","","52.12","전체이용가","","","10","","","179515              ","462067              ","CDFF2241142017000074","영업중"
"6664","대왕암오락실","울산광역시 동구 일산동 939-1번지 1층 ","울산광역시 동구 일산진1길 24, 1층 (일산동)","20170707","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","303.18","전체이용가","","자연녹지지역","28","","","420507.464695       ","225142.059246       ","CDFF2241142017000011","영업중"
"6665","광혜원 게임랜드","충청북도 진천군 광혜원면 광혜원리 308-3번지 ","충청북도 진천군 광혜원면 장기1길 26","20170612","운영중","","","","","","","","","유통관련업","청소년게임제공업","","132.3","전체이용가","","","","","","239749.98287600000  ","387909.69534500000  ","CDFF2241142017000006","영업중"
"6666","미미오락실","서울특별시 도봉구 방학동 698-46번지 ","서울특별시 도봉구 도봉로145길 70, 1층 (방학동)","20170706","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","30.69","전체이용가","주택가주변","주거지역","16","","","203405.52521400000  ","462787.93054600000  ","CDFF2241142017000020","영업중"
"6667","뽑기짱","울산광역시 울주군 삼남면 교동리 1348-2번지 나동 2호","울산광역시 울주군 삼남면 작괘들길 7, 나동 1층 2호","20170901","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","43.2","전체이용가","","","12","","","391064              ","228868              ","CDFF2241142017000016","영업중"
"6668","못된강아지","","전라북도 익산시 익산대로68길 36 (신동, DAMA)","20170901","운영중","","","","","","","","","유통관련업","청소년게임제공업","","54.78","전체이용가","","","13","","","196156.30260200000  ","273834.55414100000  ","CDFF2241142017000027","영업중"
"6669","남경오락실","대구광역시 달서구 송현동 143-1번지 ","대구광역시 달서구 월배로 433, 2층 (송현동)","20170718","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","255353","전체이용가","기타","근린상업지역","40","","","340309.34039500000  ","260599.14553100000  ","CDFF2241142017000024","영업중"
"6670","레이존VR","","경기도 오산시 오산로212번길 11-3, 1층 (원동)","20170914","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","325","전체이용가","기타","상업지역","10","","","206190.78745800000  ","405228.57406900000  ","CDFF2241142017000012","영업중"
"6671","뽀바뽀바","경기도 동두천시 생연동 687-20번지 ","경기도 동두천시 어수로 98 (생연동)","20170531","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","43.27","전체이용가","기타","일반상업지역","7","","","204698.10386300000  ","489155.36785300000  ","CDFF2241142017000003","영업중"
"6672","스피드레이서","광주광역시 북구 용봉동 156-3번지 ","광주광역시 북구 면앙로6번길 79, 2층 (용봉동)","20170825","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","138.6","전체이용가","아파트지역","주거지역","20","","","192137.57903000000  ","186708.89154400000  ","CDFF2241142017000037","영업중"
"6673","인형뽑기방","서울특별시 강서구 방화동 559-12번지 ","서울특별시 강서구 양천로14길 36, 1층 (방화동)","20170531","운영중","","","","","","","","","유통관련업","청소년게임제공업","","17","전체이용가","","","9","","","183204.66468900000  ","452459.41362700000  ","CDFF2241142017000033","영업중"
"6674","일렉트로게임","경기도 성남시 분당구 백현동 530번지 ","경기도 성남시 분당구 판교역로 145, 지하1층 B132,133,134,139호 (백현동, 알파리움2단지)","20170626","운영중","","","","","","","판매시설","","유통관련업","청소년게임제공업","","89.98","전체이용가","","","26","","","209612              ","432514              ","CDFF2241142017000034","영업중"
"6675","승리게임랜드","강원도 원주시 단구동 1616-3번지 ","강원도 원주시 단구로 363, 2층 (단구동)","20170727","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","137.5","전체이용가","기타","일반주거지역","50","","","284884.66697500000  ","425353.26577900000  ","CDFF2241142017000040","영업중"
"6676","브이뽑기","부산광역시 금정구 부곡동 392-5번지 ","부산광역시 금정구 부곡로 43 (부곡동)","20170822","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","25","전체이용가","기타","준주거지역","11","","","390142.39020300000  ","193570.80567400000  ","CDFF2241142017000022","영업중"
"6677","황금게임장","경상북도 의성군 안계면 위양리 531-3번지 ","경상북도 의성군 안계면 서부로 1499","20170901","운영중","","","","","","","","","유통관련업","청소년게임제공업","","165","전체이용가","","","50","","","330359              ","320278              ","CDFF2241142017000005","영업중"
"6678","돌게임장","경기도 용인시 처인구 김량장동 254-232번지 1층 ","경기도 용인시 처인구 금령로55번길 2-11, 1층 (김량장동)","20170720","운영중","","","","","","","","","유통관련업","청소년게임제공업","","120","전체이용가","","","20","","","218053.10787600000  ","415161.55511900000  ","CDFF2241142017000039","영업중"
"6679","더주세요","전라북도 전주시 완산구 서신동 937-6번지 ","전라북도 전주시 완산구 고사평3길 6, 1층 (서신동)","20170720","운영중","","","","","","","","","유통관련업","청소년게임제공업","","42","전체이용가","","","6","","","209862.55917000000  ","259874.47505900000  ","CDFF2241142017000058","영업중"
"6680","퍼니놀이터존(성정점)","충청남도 천안시 서북구 성정동 618-1번지 ","충청남도 천안시 서북구 쌍용대로 318, 1층 (성정동, 천안명문메디칼)","20170720","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","63.91","전체이용가","","","10","","","212283.33040100000  ","369668.07815700000  ","CDFF2241142017000040","영업중"
"6681","제일게임랜드","전라남도 여수시 여서동 220-3번지 ","전라남도 여수시 여서1로 83-1, 2층 (여서동)","20170720","운영중","","","","","","","근린생활시설","","유통관련업","청소년게임제공업","","154.5","전체이용가","학교정화(상대)","일반상업지역","50","","","264663.50139300000  ","140027.30375200000  ","CDFF2241142017000018","영업중"
