"번호","사업장명","소재지전체주소","도로명전체주소","인허가일자","영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지면적","소재지우편번호","건물용도명","건축연면적","기념품종류","기획여행보험시작일자","기획여행보험종료일자","무대면적","문화사업자구분명","문화체육업종명","발전시설유무","방송시설유무","보험기관명","보험시작일자","보험종료일자","시설규모","시설면적","안내소유무","영문상호명","의무실유무","좌석수","주변환경명","지역구분명","전화번호","위치정보(X)","위치정보(Y)","인허가번호","상세영업상태명"
"93","영동회관","서울특별시 중구 오장동 145-1번지 ","서울특별시 중구 동호로33길 15  (오장동)","19920812","운영중","","","","","","100310","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200123.89070700000  ","451745.32004100000  ","CDFE1230001992000019","영업중"
"94","이청영무용단","서울특별시 중구 인현동2가 73-1번지 ","서울특별시 중구 마른내로 71  (인현동2가)","19920817","운영중","","","","","","100282","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199618.47048800000  ","451708.80516100000  ","CDFE1230001992000020","영업중"
"95","극단동쪽나라","서울특별시 중구 장충동2가 188-6번지 뉴장충빌딩 3층동 ","서울특별시 중구 동호로24길 7-6, 3층동 (장충동2가,뉴장충빌딩)","19921012","운영중","","","","","","100855","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200430.41095600000  ","451131.82692000000  ","CDFE1230001992000021","영업중"
"96","한국교육예술연맹","서울특별시 중구 묵정동 18번지 대학문화원 301호","","19921013","운영중","","","","","","100380","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001992000022","영업중"
"97","음악저널","서울특별시 중구 신당동 370-46번지 청구빌딩 301호","서울특별시 중구 다산로 159,  301호 (신당동,청구빌딩)","19921021","운영중","","","","","","100893","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201075.42495200000  ","450940.19791700000  ","CDFE1230001992000023","영업중"
"98","성좌예술단","서울특별시 중구 장충동2가 192-11번지 ","서울특별시 중구 필동로6길 17  (장충동2가)","19921109","운영중","","","","","","100856","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199615.98785300000  ","450589.06125800000  ","CDFE1230001992000024","영업중"
"99","극단하늘","서울특별시 중구 신당동 302-4번지 신동화빌딩 221호","","19921204","운영중","","","","","","100450","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201237.097981       ","451217.389048       ","CDFE1230001992000025","영업중"
"100","(주)방송문화이벤트","서울특별시 중구 정동 22번지 ","서울특별시 중구 정동길 3  (정동)","19930106","운영중","","","","","","100120","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197370.22152900000  ","452070.93626500000  ","CDFE1230001993000001","영업중"
"101","서안사호텔앰버서더","서울특별시 중구 장충동2가 193-68번지 ","서울특별시 중구 동호로25길 38-5  (장충동2가)","19930204","운영중","","","","","","100856","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200153.04264600000  ","451116.63811700000  ","CDFE1230001993000002","영업중"
"102","시네아스트극장","서울특별시 중구 초동 19-4번지 ","서울특별시 중구 마른내로 41  (초동)","19930209","운영중","","","","","","100300","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199329.78371400000  ","451667.94528000000  ","CDFE1230001993000003","영업중"
"103","씨네아스트극장","서울특별시 중구 초동 19-4번지 ","서울특별시 중구 마른내로 41  (초동)","19930209","운영중","","","","","","100300","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199329.78371400000  ","451667.94528000000  ","CDFE1230001993000004","영업중"
"104","세실예술기획","서울특별시 중구 신당동 432-695번지 신영빌딩 506호","서울특별시 중구 다산로 69,  506호 (신당동,신영빌딩)","19930212","운영중","","","","","","100835","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200645.87037300000  ","450130.19574400000  ","CDFE1230001993000005","영업중"
"105","앰파이어가무단","서울특별시 중구 다동 170-1번지 ","서울특별시 중구 다동길 16  (다동)","19930305","운영중","","","","","","100180","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198245.40531600000  ","452016.03496200000  ","CDFE1230001993000006","영업중"
"106","코스텔","서울특별시 중구 을지로3가 320-16번지 ","서울특별시 중구 을지로12길 15  (을지로3가)","19930315","운영중","","","","","","100846","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199218.29877000000  ","451781.52131500000  ","CDFE1230001993000007","영업중"
"107","한국청소년예술연맹","서울특별시 중구 묵정동 18번지 대학문화원 301호","","19930317","운영중","","","","","","100380","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000008","영업중"
"108","(주)제일기획","서울특별시 중구 을지로1가 50번지 삼성빌딩 6층동 ","서울특별시 중구 을지로 19, 6층동 (을지로1가,삼성빌딩)","19930318","운영중","","","","","","100842","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198229.29740100000  ","451863.50481000000  ","CDFE1230001993000009","영업중"
"109","연예인환경보호협회","서울특별시 중구 신당동 340-67번지 ","서울특별시 중구 다산로18길 8  (신당동)","19930330","운영중","","","","","","100826","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201086.32442800000  ","450815.41504200000  ","CDFE1230001993000010","영업중"
"110","사단법인 자행회","서울특별시 중구 광희동2가 303-1번지 ","서울특별시 중구 장충단로8가길 18-11  (광희동2가)","19930412","운영중","","","","","","100412","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200746.52238600000  ","451537.22135900000  ","CDFE1230001993000011","영업중"
"111","에델바이스요들러클럽","서울특별시 중구 명동1가 1-1번지 YMCA ","","19930430","운영중","","","","","","100021","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198707.250725       ","451387.703445       ","CDFE1230001993000012","영업중"
"112","또래예술단","서울특별시 중구 신당동 304-412번지 ","서울특별시 중구 청구로10길 3  (신당동)","19930513","운영중","","","","","","100890","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201117.54264600000  ","451264.16941600000  ","CDFE1230001993000013","영업중"
"113","신한예술단","서울특별시 중구 신당동 358-9번지 ","서울특별시 중구 동호로 197  (신당동)","19930818","운영중","","","","","","100828","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200849.88137600000  ","450675.18519100000  ","CDFE1230001993000014","영업중"
"114","한국공연예술매니저","서울특별시 중구 신당동 340-119번지 영상빌딩 ","서울특별시 중구 다산로22길 6  (신당동,영상빌딩)","19930925","운영중","","","","","","100826","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201118.57829600000  ","450892.58242600000  ","CDFE1230001993000015","영업중"
"115","서상철과그의가무단","서울특별시 중구 남산동2가 31-1번지 ","서울특별시 중구 퇴계로20길 2  (남산동2가)","19931002","운영중","","","","","","100042","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198713.10712900000  ","451131.99476600000  ","CDFE1230001993000016","영업중"
"116","사단법인예지원","서울특별시 중구 장충동2가 산 5-19번지 ","","19931004","운영중","","","","","","100857","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001993000017","영업중"
"117","동원이벤트포토피아","서울특별시 중구 필동2가 16-9번지 ","","19931011","운영중","","","","","","100272","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199437.720728       ","450939.451953       ","CDFE1230001993000018","영업중"
"118","세실뮤직가무단","서울특별시 중구 신당동 374-10번지 ","서울특별시 중구 다산로 131  (신당동)","19931115","운영중","","","","","","100834","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200956.75975500000  ","450686.33688300000  ","CDFE1230001993000019","영업중"
"119","한국현대춤협회","서울특별시 중구 묵정동 18-27번지 ","서울특별시 중구 동호로27길 30  (묵정동)","19931118","운영중","","","","","","100380","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200190.06125700000  ","451241.50831700000  ","CDFE1230001993000020","영업중"
"120","히파이브","서울특별시 중구 인현동2가 73-1번지 ","서울특별시 중구 마른내로 71  (인현동2가)","19931202","운영중","","","","","","100282","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199618.47048800000  ","451708.80516100000  ","CDFE1230001993000021","영업중"
"121","극단 서울무대","서울특별시 중구 충무로4가 132-2번지 ","서울특별시 중구 퇴계로 209-7  (충무로4가)","19931208","운영중","","","","","","100862","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199548.00720400000  ","451366.29118700000  ","CDFE1230001993000022","영업중"
"122","한울춤방무용단한울림","서울특별시 중구 황학동 2482번지 ","서울특별시 중구 퇴계로 455-1  (황학동)","19931227","운영중","","","","","","100871","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201982.33264300000  ","451781.56302400000  ","CDFE1230001993000023","영업중"
"123","한알","서울특별시 중구 묵정동 27-10번지 ","서울특별시 중구 퇴계로 260  (묵정동)","19940105","운영중","","","","","","100380","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200061.95972300000  ","451445.05593500000  ","CDFE1230001994000001","영업중"
"124","삼우문화산업","서울특별시 중구 필동1가 39-1번지 국제빌딩 601호","서울특별시 중구 퇴계로 187,  601호 (필동1가,국제빌딩)","19940217","운영중","","","","","","100866","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199342.03727300000  ","451309.03441400000  ","CDFE1230001994000002","영업중"
"125","김세일라무용단","서울특별시 중구 신당동 333-206번지 ","서울특별시 중구 다산로 168  (신당동)","19940225","운영중","","","","","","100826","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201150.72644400000  ","450990.56685000000  ","CDFE1230001994000003","영업중"
"126","극단라이프","서울특별시 중구 황학동 2487번지 ","서울특별시 중구 퇴계로 461  (황학동)","19940316","운영중","","","","","","100871","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","202031.16151600000  ","451778.13824900000  ","CDFE1230001994000004","영업중"
"127","(주)우정","서울특별시 중구 소공동 1번지 롯데빌딩 19층동 ","","19940321","운영중","","","","","","100070","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","198259.653577       ","451392.198219       ","CDFE1230001994000005","영업중"
"128","소뚜껑인형극단","서울특별시 중구 중림동 396-4번지 ","서울특별시 중구 중림로2길 13-8  (중림동)","19940328","운영중","","","","","","100859","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","196806.56871200000  ","450981.33217600000  ","CDFE1230001994000006","영업중"
"129","애드케이","서울특별시 중구 충무로3가 60-1번지 극동빌딩 18층동 ","서울특별시 중구 퇴계로 173, 18층동 (충무로3가,극동빌딩)","19940329","운영중","","","","","","100705","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","199210.00372300000  ","451366.05137100000  ","CDFE1230001994000007","영업중"
"130","훼밀리가무단","서울특별시 중구 신당동 304-410번지 ","서울특별시 중구 청구로10길 8  (신당동)","19940503","운영중","","","","","","100890","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","201146.45103500000  ","451262.16801100000  ","CDFE1230001994000008","영업중"
"131","극단 멋진친구들","서울특별시 중구 장충동1가 50-25번지 ","서울특별시 중구 동호로20나길 16  (장충동1가)","19940509","운영중","","","","","","100391","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","200713.65350500000  ","451149.05780300000  ","CDFE1230001994000009","영업중"
"132","류기현악단","서울특별시 중구 을지로6가 181-31번지 ","","19940511","운영중","","","","","","100196","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","","","CDFE1230001994000010","영업중"
"133","삼성물산(주)","서울특별시 중구 태평로2가 250번지 ","서울특별시 중구 세종대로 67  (태평로2가)","19940517","운영중","","","","","","100865","","","","","","","공연장","공연장","","","","","","0","0","","","","","","","","197840.66242400000  ","451428.12304200000  ","CDFE1230001994000011","영업중"
